Message,Category
Double eviction this week - Spiral and Michael and good riddance to them!,ham
Sorry i'm not free...,ham
So no messages. Had food?,ham
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
You will be in the place of that man,ham
Really do hope the work doesnt get stressful. Have a gr8 day.,ham
LOL ... Have you made plans for new years?,ham
Great. P diddy is my neighbor and comes for toothpaste every morning,ham
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,spam
"If we hit it off, you can move in with me :)",ham
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",spam
"Yeah, probably earlier than that",ham
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
But that's on ebay it might be less elsewhere.,ham
Track your shipment here: [tracking_link].,Logistic
Unusual activity detected in your account. Verify immediately.,Fraud
Unusual activity detected in your account. Verify immediately.,Fraud
U come n search tat vid..not finishd..,ham
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
Can you do a mag meeting this avo at some point?,ham
Sian... Aft meeting supervisor got work 2 do liao... U working now?,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
All sounds good. Fingers . Makes it difficult to type,ham
You got job in wipro:)you will get every thing in life in 2 or 3 years.,ham
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham
Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,ham
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham
Ho ho - big belly laugh! See ya tomo,ham
"Alright if you're sure, let me know when you're leaving",ham
K.k:)advance happy pongal.,ham
Sorry . I will be able to get to you. See you in the morning.,ham
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,spam
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
Lol yeah at this point I guess not,ham
I love working from home :),ham
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
"Sorry, I'll call later",ham
Sending you greetings of joy and happiness. Do have a gr8 evening,ham
Unusual activity detected in your account. Verify immediately.,Fraud
I'll text now! All creepy like so he won't think that we forgot,ham
I knew it... U slept v late yest? Wake up so late...,ham
"Your account password has been reset. If not you, contact support.",Fraud
I know you mood off today,ham
Your OTP is 721080. Do not share it with anyone.,OTP
Yes.i'm in office da:),ham
Went fast asleep dear.take care.,ham
I finished my lunch already. U wake up already?,ham
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam
See? I thought it all through,ham
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",spam
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
"Your account password has been reset. If not you, contact support.",Fraud
"I wake up long ago already... Dunno, what other thing?",ham
Sorry me going home first... Daddy come fetch Ì_ later...,ham
"Damn, poor zac doesn't stand a chance",ham
I'm home.,ham
This is a suspicious login attempt. Was this you?,Fraud
Keep my payasam there if rinu brings,ham
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",ham
I went to ur hon lab but no one is there.,ham
R u still working now?,ham
And he's apparently bffs with carly quick now,ham
Call me when you get the chance plz &lt;3,ham
"sry can't talk on phone, with parents",ham
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham
From here after The performance award is calculated every two month.not for current one month period..,ham
Short But Cute : \ Be a good person ,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",ham
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
Your OTP is 237881. Do not share it with anyone.,OTP
I need details about that online job.,ham
ÌÏ v ma fan...,ham
For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam
Horrible bf... I now v hungry...,ham
Hey we can go jazz power yoga hip hop kb and yogasana ,ham
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,spam
Hi:)did you asked to waheeda fathima about leave?,ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
Your package is out for delivery and will arrive by 6 PM.,Logistic
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,ham
Die... Now i have e toot fringe again...,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
This is a suspicious login attempt. Was this you?,Fraud
A bloo bloo bloo I'll miss the first bowl,ham
Your OTP is 860577 and is valid for 10 minutes.,OTP
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
Nice talking to you! please dont forget my pix :) i want to see all of you...,ham
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",spam
"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",ham
FROM 88066 LOST å£12 HELP,spam
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham
Sorry de i went to shop.,ham
Y Ì_ wan to go there? C doctor?,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
Da is good good player.why he is unsold.,ham
"Haha awesome, omw back now then",ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham
U can call me now...,ham
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
Enter OTP 882263 to proceed with your transaction.,OTP
Stupid.its not possible,ham
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",spam
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham
After completed degree. There is no use in joining finance.,ham
Be happy there. I will come after noon,ham
Have you bookedthe hut? And also your time off? How are you by the way?,ham
\YEH I AM DEF UP4 SOMETHING SAT,ham
Your OTP is 375695 and is valid for 10 minutes.,OTP
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham
"Cool, I'll text you in a few",ham
My sister going to earn more than me da.,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
Your order #2812 has been dispatched.,Logistic
Dude im no longer a pisces. Im an aquarius now.,ham
